"06435549EF9E314EAC6C8EE71F5C7373","566D6D87B5685629E10000000A4E731A","POINT (24.59632 45.00164)","2015-12-26 20:49:31.6570000"
"A54E654F95F4C94D82881436419FB356","5756353E969525CCE10000000A4E731A","POINT (23.629136 46.772094)","2016-06-17 14:35:22.9190000"
"DEA1F79B4F490B4385A3A4BD84B0B06C","57563528969525CCE10000000A4E731A","POINT (24.12501 45.759997)","2016-05-27 20:26:15.0000000"
"660ABB8E6AA86A4F97AC5F616DD575D5","566D6D87B5685629E10000000A4E731A","POINT (24.60023 44.99852)","2015-12-26 21:02:57.8740000"
"ACB483A5515C1A4BB131D7D59015D502","5756353E969525CCE10000000A4E731A","POINT (23.628081 46.770168)","2016-06-17 14:35:37.9370000"
"4A8BE0F01647A94F9D15BA75B492B12D","57563528969525CCE10000000A4E731A","POINT (24.12501 45.759997)","2016-05-27 20:26:15.0000000"
"8878FEF6492A40449BF53D6782A8DFDD","566D6D87B5685629E10000000A4E731A","POINT (24.60471 45.00109)","2015-12-26 21:22:50.5040000"
"CBFE09E80D66F849B19A22D0075455E6","5756353E969525CCE10000000A4E731A","POINT (23.625709 46.771641)","2016-06-17 14:35:52.9240000"
"2B223E7E59C0E44694331CFC82A89845","57563528969525CCE10000000A4E731A","POINT (24.12501 45.759997)","2016-05-27 20:26:15.0000000"
"62DE39F690455444B1B4E4E7657CBB6D","566D6D87B5685629E10000000A4E731A","POINT (24.60577 44.99878)","2015-12-26 21:41:27.1790000"
"D22D84153695AF48BA7F7CA274B78BCC","5756353E969525CCE10000000A4E731A","POINT (23.624067 46.772344)","2016-06-17 14:36:07.9160000"
"7B2483B96388B14CA4072A054A06BDA1","57563528969525CCE10000000A4E731A","POINT (24.12501 45.759997)","2016-05-27 20:26:15.0000000"
"B951F648282FE64083723E22B6D1712A","566D6D87B5685629E10000000A4E731A","POINT (24.60747 44.99739)","2015-12-26 21:43:39.9090000"
"8854C5F81450EA4F914D3F29318E6071","5756353E969525CCE10000000A4E731A","POINT (23.621651 46.771615)","2016-06-17 14:36:22.9290000"
"E79AB789AA01124A9FD5EF07EA009412","57563528969525CCE10000000A4E731A","POINT (24.12501 45.759997)","2016-05-27 20:26:15.0000000"
"2621221D3859CB418605A5E801D0ADC8","566D6D87B5685629E10000000A4E731A","POINT (24.61053 45.00139)","2015-12-26 21:57:14.8050000"
"46FFC3643C9B1E46A8968672203930D3","57563528969525CCE10000000A4E731A","POINT (24.12501 45.759997)","2016-05-27 20:26:15.0000000"
"6A37294A51B32846B0BA0463161D8A79","5756353E969525CCE10000000A4E731A","POINT (23.620099 46.770803)","2016-06-17 14:36:37.9120000"
"3B9B70C351F2AE4A8C397F0A83999DA0","566D6D87B5685629E10000000A4E731A","POINT (24.61452 45.00005)","2015-12-26 22:13:58.4830000"
"1C4EC83E29FD684484031325FFE2F149","57563528969525CCE10000000A4E731A","POINT (24.12501 45.759997)","2016-05-27 20:26:15.0000000"
"B30FDA41BE438A4B8CCDE4C30E3055DB","5756353E969525CCE10000000A4E731A","POINT (23.619084 46.76984)","2016-06-17 14:36:52.9250000"
"2021CBF2131EEA4598FCC82748E79117","566D6D87B5685629E10000000A4E731A","POINT (24.63101 44.99535)","2015-12-26 22:23:59.4930000"
"4BF71AE03B30BE469219B664BC0B63AF","57563528969525CCE10000000A4E731A","POINT (24.12501 45.759997)","2016-05-27 20:26:41.0000000"
"3B1377F98E61EE42AB678D840D5ED352","5756353E969525CCE10000000A4E731A","POINT (23.618902 46.769062)","2016-06-17 14:37:07.9440000"
"A947B8E58132014BA146481E062F8665","566D6D87B5685629E10000000A4E731A","POINT (24.64185 44.98914)","2015-12-26 22:31:34.2270000"
"BA83A5E31C91E0428C81CC2079EB48F2","57563528969525CCE10000000A4E731A","POINT (24.12501 45.759997)","2016-05-27 20:35:09.0000000"
"D5E81B1F94CDDD4A91C08F3C5D45D8A6","5756353E969525CCE10000000A4E731A","POINT (23.616645 46.769254)","2016-06-17 14:37:22.9510000"
"CA9BD5C913613D49B7B44DE321308B18","573CB7478DD668DAE10000000A4E731A","POINT (23.124184 46.83327)","2016-05-22 22:12:56.0000000"
"78ADD34A3731E340B9429D13686A6F2C","566D6D87B5685629E10000000A4E731A","POINT (24.64877 44.98421)","2015-12-26 22:38:34.5220000"
"831369E475CFDB4DBF5D4F059B94936A","5756353E969525CCE10000000A4E731A","POINT (23.613271 46.769677)","2016-06-17 14:37:37.9530000"
"16C3847DBA749A43ADB03F7D751996E0","57563528969525CCE10000000A4E731A","POINT (24.12501 45.759997)","2016-05-27 20:35:09.0000000"
"F019308D2C6DAC48B253AFF48E49B61D","566D6D87B5685629E10000000A4E731A","POINT (24.65913 44.97867)","2015-12-26 22:45:02.8210000"
"CC89B1AD41C64A449B23C9609986E707","573CB7478DD668DAE10000000A4E731A","POINT (22.555101 47.001124)","2016-05-22 21:21:32.0000000"
"1F6FA798E55A684A9F18AAB917326EA2","5756353E969525CCE10000000A4E731A","POINT (23.609453 46.769358)","2016-06-17 14:37:52.9630000"
"C0F6ADA0FC9FAE40985E82B358AA5D2C","57563528969525CCE10000000A4E731A","POINT (24.12501 45.759997)","2016-05-27 20:35:09.0000000"
"3E423B8C27459947850CC02B152EE65D","573CB7478DD668DAE10000000A4E731A","POINT (21.988007 47.036021)","2016-05-22 20:39:40.0000000"
"4948E9E9050EC742B041DB73A83DE864","566D6D87B5685629E10000000A4E731A","POINT (24.66376 44.97528)","2015-12-26 23:04:24.4090000"
"3F4A8175AB1FB5448FBCE1E370C1C437","5756353E969525CCE10000000A4E731A","POINT (23.60911 46.769502)","2016-06-17 14:38:07.9450000"
"349E72D40E5D0D4BA6082BDC8017FCC5","57563528969525CCE10000000A4E731A","POINT (24.12501 45.759997)","2016-05-27 20:35:09.0000000"
"AA146F4E5AB6784A8C8712AA1AF10878","573CB7478DD668DAE10000000A4E731A","POINT (23.135511 46.828784)","2016-05-22 22:13:40.0000000"
"93B7952FE507B64F8E10B3609697E07D","566D6D87B5685629E10000000A4E731A","POINT (24.67109 44.97056)","2015-12-26 23:20:19.2640000"
